Nome,Biografia breve,Status di partigiano,Biografia,
Berti Augusto Fu Ferdinando,"Nato a Rocca San Casciano il 29 agosto del 1925, residente a Modigliana, colono, quarto di sette figli, celibe.",Riconosciuto partigiano del battaglione Corbari con ciclo operativo dal 1 marzo al 12 marzo 1944.,"Arrestato il 12 marzo 1944 dai nazifascisti, durante un rastrellamento in località S.Savino. Nei pressi di Forlì, assieme ad altri due rastrellati: Ezio Fiorentini e Domenico Guidi, per sfuggire ai carcerieri tentò di attraversare il fiume Montone in piena. Tutti e tre annegarono.",
Bertoni Ives Di Giacomo,"Nato a Cervia il 30 giugno 192, ivi residente, pescatore, coniugato.",Riconosciuto partigiano della 8° brigata con ciclo operativo dal 1 ottobre 1943 al 16 aprile 1944.,"Assieme ad altri giovani cervesi, nel febbraio marzo del 1944 raggiunse l'8° brigata. Il 17 aprile 1944, nel corso del Grande rastrellamento d'aprile, veniva catturato nella valle dell'Oia. Condotto con altri 16 partigiani nei pressi del cimitero di Stia, fu con loro fucilato.",
Bertozzi Domenico Fu Francesco,"Nato a Sorbano il 13 giugno 1881, residente a Pieve di Rivoschio, bracciante, coniugato e padre di due figli.",Riconosciuto partigiano della 8° brgata con ciclo operativo dal 29 novembre 1943 al 21 agosto 1944.,"Catturato a Pieve di Rivoschio, nel corso del rastrellamento d'agosto, la mattina del 20, da un reparto tedesco. Portato alla Fornace di Meldola fu rinchiuso in un locale assieme ad oltre 180 rastrellati. Selezionato perché abitante di Pieve di Rivoschio, venne fucilato assieme ad altri 17 nel tardo pomeriggio del giorno 21 agosto per rappresaglia.",
Betti Guerrino Di Giuseppe,Nato a Piandicastello il 27 marzo 1925.,Riconosciuto partigiano della brigata sap con ciclo operativo dal 1 giugno al 22 settembre 1944.,"In seguito all'uccisione di un tedesco a Montegrimano, il 1 agosto 1944 fu catturato assieme a Rossigni Lino perché sospettato di essere l'animatore dell'attività partigiana. Deportato in Germania non è più ritornato.",
Betti Primo Di Ellero,"Nato a Galeata il 12 maggio 1922, residente a Santa Sofia., aiuto magazziniere, coniugato e padre di un figlio.",Riconosciuto partigiano della 8° brigata con ciclo operativo dal 2 febbraio 1944 al 16 aprile 1944.,"Durante il Grande rastrellamento d'aprile fu colpito da grave malattia polmonare che lo costrinse a rientrare a casa per curarsi. La sua presenza divenne nota al presidio locale della g.n.r. ed egli venne deportato in Germania. Rientrato in Italia, sempre a causa della sua malattia, venne ricoverato nell'ospedale di Verona. Percosso da un soldato tedesco, il suo già cattivo stato di salute, si aggravò. Dopo il 25 aprile poteva ritornare a Santa Sofia dove si spegneva l'8 luglio 1945.",
Bevoni Francesco Fu Battista,"Nato a Voltre il 24 aprile 1879, residente a Pieve di Rivoschio, mezzadro, coniugato, padre di un figlio.",Riconosciuto partigiano della 8° brigata con ciclo operativo dal 2 gennaio al 21 agosto 1944.,"La mattina del 20 agosto fu prelevato da Pieve di Rivoschio da un reparto tedesco, portato sino alla Fornace di Meldola dove fu rinchiuso in un locale assieme ad oltre 180 rastrellati, selezionato perché abitante di Pieve di Rivoschio, venne fucilato assieme ad altri 17 nel tardo pomeriggio del giorno 21 agosto per rappresaglia.",
Bianchi Secondo Di Mario,"Nato a Cesena il 2 novembre 1926, residente in frazione di Pievesistina, colono, secondogenito, celibe.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal 15 marzo al 16 ottobre 1944.,Cadeva il 16 ottobre 1944 per lo scoppio di una granata.,
Bimbi Frè-Luigi Di Angelo (fratello di Bimbi Sildo),"Nato a Firenze il 1 gennaio 1920, residente a Siena, studente universitario, fratello di Sildo.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 3 marzo 1944 al 12 luglio 1944.,"Il giorno 8 luglio 1944 fu catturato dai fascisti in località Ca Marcello e imprigionato alle Balze. Per quattro giorni fu seviziato e condotto in giro, legato con una fune, per la zona del Lamone e Senatello mostrandolo alla popolazione. Il 12 luglio 1944 veniva fucilato nei pressi delle Capanne.",
Bimbi Sildo Di Angelo,"Nato a Firenze il 14 aprile 1921, residente a Siena, studente universitario, fratello di Frè Luigi",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 3 marzo1944 al 2 luglio 1944.,"IL giorno 8 luglio 1944 fu catturato dai fascisti in località Ca Marcello e imprigionato alle Balze. Per quattro giorni fu seviziato e condotto in giro, legato con una fune, per la zona del Lamone e Senatello mostrandolo alla popolazione. Il 12 luglio 1944 veniva fucilato nei pressi delle Capanne",
Biondi Roberto Di Colombo,"Nato in Svizzera il 17 febbraio 1913, meccanico, residente a Cesena, sposato e padre di un figlio.",Riconosciuto partigiano della brigata sap con ciclo operativo dal 25 marzo al 2 ottobre 1944.,Il 2 ottobre 1944 cadeva in Cesena per azione di guerra.,
Biondi Urbano Fu Luigi,"Nato a Cesena, il 24 giugno 1897, ivi residente, sposato e padre di tre figli.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal 2 febbraio al 5 ottobre 1944.,Cadeva il 3 ottobre 1944 in seguito allo scoppio di una granata,
Biondini Antonio,"Fu Vincenzo. Nato a Sarsina il 3 agosto 1895, residente a Pieve di Rivoschio, contadino, coniugato e padre di sette figli.",Riconosciuto partigiano dell'8° brigata col ciclo operativo dal 2 gennaio al 20 agosto 1944.,"La mattina del 20 agosto, un reparto tedesco lo prelevò da Pieve di Rivoschio assieme ad altri sette concittadini coi quali fu tradotto sino alla Fornace di Meldola e rinchiuso in un locale con altri 180 rastrellati. Il giorno seguente venne prelevato assieme ad altri diciassette, costretto a scavarsi la fossa e quindi fucilato",
Biserni Angelo Fu Luigi,"Nato a Civitella di Romagna il 16 ottobre 1893, commerciante, coniugato e padre di 2 figli.",Riconosciuto partigiano della 8° brigata con ciclo operativo dal 20 settembre 1943 al 3 ottobre 1944.,"Alle ore 11 del giorno 3 ottobre 1944, truppe nazifasciste in azione di rastrellamento seguita all'uccisione di tedeschi, lo catturarono mentre si recava a Seggio per ragioni di lavoro. Alle ore 20, di quello stesso giorno, venne scelto con altri cinque: Mario Bassini, Mario Masini, Lauro e Ubaldo Mengozzi, Igino Versari e fucilati alle Cave di Seggio. Nel cimitero di Montevecchio venivano fucilati fratelli Paolo e Attilio Prati.",
Biserni Domenico Fu Vittorio,"Nato a Galeata, il 7 dicembre 1919, ultimo di sei figli, residente a Santa Sofia.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 2 ottobre 1943 al 7 aprile 1944.,"Nome di battaglia Harem. Partigiano della 2° compagnia della 1° brigata. Cadde la mattina del 7 aprile 1944 nel corso del combattimento di Calanco nel corso del quale i partigiani inflissero numerose perdite ai tedeschi che, per vendetta, distrussero il vicino abitato di Fragheto.",
Bocchini Quinto,"Cesena, 23 dicembre 1911, ivi residente, manovale, sposato e padre di due figli.",Riconosciuto partigiano della 29° brigata con ciclo operativo dal 15 gennaio al 10 ottobre 1944.,L'atto di notorietà redatto nel Comune di Cesena in data 5 marzo 1944 ne attesta la morte a Forlimpopoli il 16 ottobre 1944.,
Bonaldo Domenico Tommaso Di Giovanni,"Nato a Cervia il 16 marzo 1924, ivi residente, pescatore, figlio unico.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 1 ottobre 1943 al 17 aprile 1944.,"Assieme ad altri giovani cervesi, nel febbraio marzo del 1944 raggiunse l'8° brigata. Il 17 aprile 1944, nel corso del Grande rastrellamento d'aprile, veniva catturato nella valle dell'Oia. Condotto con altri 16 partigiani nei pressi del cimitero di Stia, fu con loro fucilato.",
Bonello Lido Fu Calogero,"Palermo, 1920.",Riconosciuto partigiano della 8° brigata con ciclo operativo al 11 gennaio al 13 marzo 1944.,"Detto Ferro. Carabiniere del presidio di Galeata, nel gennaio 1944 si arruolò nella brigata. Assolveva al ruolo di staffetta. Incaricato di portarsi a Firenze, fece tappa alla Consuma dove, due militi della gnr in borghese, carpirono la sua amicizia e lo uccisero.",
Boscherini Mario Fu Paolo,"Nato a Santa Sofia l'8 ottobre 1904, ivi residente, macellaio, coniugato e padre di 4 figli.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 4 febbraio 44 al 26 settembre 44,"Ucciso da un tedesco, il pomeriggio del 26 settembre 1944 nel corso dell'azione degli antifascisti santasofiesi per sminare il ponte al centro del paese.",
Boschi Guido Fu Domenico,"Nato a Teodorano l'11 luglio 1923, residente a Cesena frazione Roversano, falegname, terzo di tre figli, celibe.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal 22 marzo al 5 maggio 44.,"Ricercato dai fascisti, venne catturato e fucilato il 5 maggio 1944 da militi della GNR.",
Bosi Giuseppe Fu Enrico,"Nato a Sarsina il 24 aprile 1880, ivi residente, carrettiere, coniugato e padre di un figlio.",Riconosciuto partigiano dell'dell'8° brigata con ciclo operativo dal 20 maggio al 28 settembre 44.,Ucciso dai tedeschi nel corso della strage di Sarsina il 28 settembre 1944.,
Bovisi Domenico,"Di Umberto. Nato a Mortano il 2 giugno 1922, residente a Galeata località Bugiana Ca di Marchino, contadino, terzo di sei figli, fratello di Lindo, celibe.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 10 ottobre 43 al 7 settembre 44.,"Nei pressi di Galeata il 7 settembre 1944 venne sgozzato con la baionetta dai tedeschi, assieme al fratello Lindo e a Francesco Grigione, per avere ""commesso atti di sabotaggio contro le forze armate tedesche""",
Bovisi Lindo,"Di Umberto. Nato a Mortano il 2 dicembre 919, residente a Galeata località Bugiana Ca di Marchino, contadino, secondo di sei figli, fratello di Domenico.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 1 aprile 44 al 7 settembre 44.,"Nei pressi di Galeata il 7 settembre 1944 venne sgozzato con la baionetta dai tedeschi, assieme al fratello Domenico e a Francesco Grigione, per avere ""commesso atti di sabotaggio contro le forze armate tedesche""",
Brandi Pasquino Di Omero,"Nato a Paullo di Casina, residente a Vezzano sul Crostoso, mezzadro, secondo di quattro figli, celibe.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 6 febbraio al 17 aprile 1944.,"Durante il Grande rastrellamento d'aprile del 1944 ""faceva parte di un distaccamento composto da slavi e russi in servizio di protezione al campo di lancio in località S. Paolo in Alpe poi in seguito al rastrellamento iniziatosi il 12/4/44 non si sono avute più notizie di lui, è considerato disperso""",
Bratti Giorgio,"Di Mattia. Nato a Cesena il 7 novembre 1924, ivi residente, operaio, figlio unico, celibe.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dall'8 marzo al 17 aprile 44.,"Nel corso del Grande rastrellamento d'aprile, il giorno 17, veniva catturato nella valle dell'Oia. La notte, con altri 16 partigiani fu fucilato nel cimitero di Stia.",
Bravetti Primo Di Alvaro,"Nato a Fiumana il 13 agosto 1921, ivi residente, bracciante, primo di quattro figli, celibe,",Riconosciuto partigiano della brigata sap con ciclo operativo dal 16 dicembre 43 al 1 novembre '44.,Caduto il 1 novembre 1944 in combattimento a Fiumana.,
Brighi Alberto,"Di Arturo. Nato a Verucchio il 10 giugno 1924, residente a Verucchio, insegnante, secondo di tre figli, celibe.",Partigiano della brigata sap con ciclo operativo dal 15 marzo al 20 ottobre 44.,"Inviato dal cln clandestino di Verucchio a San Marino per indicare alle truppe alleate le vie meno battute dai tedeschi ed accelerare le operazioni belliche, il 19 settembre 1944 veniva ferito da una scheggia di granata e ricoverato all'ospedale di San Marino dove decedeva il 25 dello stesso mese.",
Brigliadori Pietro Di Luigi,"Nato a Borghi il 26 gennaio 1926, ivi residente, falegname, figlio unico, celibe.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal 10 aprile al 18 settembre 44.,"Partigiano del reparto di Santarcangelo settore Stradone, il 18 settembre 1944 decedeva vittima di un bombardamento aereo mentre era in servizio di staffetta.",
Brunelli Aldo,"Di Claudio. Nato a Cesena il 14 marzo 1918 , ivi residente, coniugato e padre di un figlio.",Partigiano della 29° gap.,Il 18 ottobre 1944 rimaneva vittima dello scoppio di una granata caduta nella corsia dell'ospedale civile di Ruffio dove era ricoverato per precedenti ferite da schegge di granata.,
Bruscoli don Vincenzo,"Di Bruscoli Azilda. Nato a Pesaro il 7 novembre 1891, residente a Collina di Civitella di Romagna, parroco di Collina.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 18 dicembre 43 al 17 ottobre 44.,"Per la sua collaborazione coi partigiani, venne fucilato per rappresaglia a Collina di Civitella il 17 ottobre 1944, da militari tedeschi.",
Bucci Raffaello,"Di Ermanno. Nato a Montecolombo il 23 agosto 1897, residente a Morciano di Romagna, ragioniere, coniugato.",Riconosciuto partigiano della brigata sap con ciclo operativo dal 1 novembre 43 all'8 luglio 1944.,"Partigiano del gruppo guidato dal colonnello Innocenzo Monti, l'8 luglio 1944 in missione a Morciano di Romagna per ritirare fondi e acquistare armi rimaneva vittima di un bombardamento aereo.",
Bulgarelli Ernesto,"Fu Pellegrino. Nato a Bertinoro il 24 novembre 1897, residente a Settecrociari di Cesena, coniugato e padre di quattro figli.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal 12 marzo al 20 ottobre 44.,"La scheda biografica porta ""In data 10-8-1944 veniva arrestato dai tedeschi, in località Settecrociari di Cesena più non si è avute notizie di lui, si dichiara disperso"".",
Bulgarelli Guido Egisto,"Fu Paolo. Nato a Bertinoro il 1 gennaio 1923, residente a Cesena, colono, secondogenito, celibe.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 28 febbraio al 17 aprile 44.,"Partigiano della 2° compagnia della 1° brigata. La mattina del 7 aprile 1944 era di stanza a Calanco, vicino a Fragheto. Assieme ai partigiani di cinque compagnie della 1° brigata prese posizione sul crinale. Morì durante il combattimento che ne seguì.",
Buranti Antonio,"Di Eugenio. Nato a Bertinoro il19 luglio 1916, ivi residente, coniugato e padre di un figlio.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 11 febbraio al 14 agosto 1944.,Caduto in combattimento a Monte Mercurio di Pieve di Rivoschio il 20 agosto 1944.,
Buscherini Angelo,"Fu Giuseppe. Nato a Civorio di Civitella il 2 settembre 1891, ivi residente, colono, secondo di quattro figli, celibe.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 12 dicembre 43 al 17 ottobre 44.,"L'atto di notorietà redatto nel Comune di Civitella il 27 aprile 1946 così indica le cause della morte: in seguito a rastrellamento effettuato dai tedeschi in frazione di Civorio veniva prelevato dalla sua abitazione e fucilato dagli stessi il giorno 17/10/1944"".",
Buscherini Guido,"Fu Adamo. Nato a Santa Sofia il 17 luglio 1920, ivi residente, bracciante, terzo di sette fratelli, celibe.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 17 gennaio 44 al 5 febbraio 44.,"Chiamato alle armi nel 1940 aveva prestato servizio in Jugoslavia e poi in Russia, sul fronte del Don, col 6° reggimento bersaglieri. Colpito da dissenteria era stato rimpatriato. L'8 settembre 1943 si trovava nell'ospedale militare di Chioggia. Rientrato a Santa Sofia, col nome di battaglia di ""Stoppa""per il colore dei capelli, si arruolò nel distaccamento partigiano come mitragliere. Nel tardo pomeriggio del 5 febbraio 1944 durante l'attacco alla caserma della gnr di Premilcuore rimase gravemente ferito, morì nel corso della notte.",
Buscherini Tommaso Di Olimpio,"Nato a Galeata, il 22 settembre 1899, ivi residente, commerciante, coniugato.",Riconosciuto partigiano dell 8° brigata con ciclo operativo dal 10 ottobre 943 al 30 aprile 1944.,"Componente del cln di Galeata; il 19 ottobre 1944 alla guida di una pattuglia polacca, sul Monte Cento Forche, restava ucciso nel corso dei combattimenti.",
